qid,split,y,last_ent_tail_vec,last_lp_tail_vec
tqa:be06bd8390ad,train,1,"[0.13889871537685394, 0.05032889544963837, 0.18529321253299713, 0.010451304726302624, 0.01612319052219391, 0.17884543538093567, 0.9437261819839478, 1.325775384902954, 1.0442873239517212, 0.0062761991284787655, 1.1598409414291382, 1.8555939197540283, 0.6741493940353394, 4.355154991149902, 0.14505897462368011, 2.4902000427246094, 3.6950666904449463, 0.03339537978172302, 3.318091869354248, 1.8298540115356445, 0.2987533509731293, 1.5017493963241577, 0.5394153594970703, 0.9282599687576294, 0.9324781894683838, 0.21416404843330383, 0.4517315626144409, 0.1027124673128128, 0.36750760674476624, 0.5042423009872437, 0.7449065446853638, 0.13777339458465576]","[-0.0246660728007555, -0.0067511084489524364, -0.038700949400663376, -0.00099323526956141, -0.00157803890760988, -0.029855480417609215, -0.8704324960708618, -0.8951153755187988, -0.15552963316440582, -0.0005323661607690156, -0.24794967472553253, -0.5504133701324463, -0.10894795507192612, -1.958166241645813, -0.02475399523973465, -0.8493013978004456, -1.7142479419708252, -0.003841640893369913, -2.015488624572754, -0.8053263425827026, -0.04250065237283707, -0.6009140610694885, -0.10535906255245209, -0.2768159508705139, -0.18585141003131866, -0.05128336325287819, -0.05560750886797905, -0.0138010298833251, -0.04818469285964966, -0.08435993641614914, -0.18072271347045898, -0.015606415458023548]"
tqa:bea1d7319f28,train,0,"[0.16450311243534088, 1.0578982830047607, 3.71732759475708, 3.560603618621826, 0.008992793038487434, 1.0418208837509155, 1.9532288312911987, 1.8471860885620117, 3.4315388202667236, 1.29805326461792, 0.008896533399820328, 0.402303010225296, 0.7060534954071045, 0.0371527299284935, 0.5030522346496582, 0.002175296423956752, 0.32176560163497925, 1.7973250150680542, 0.0027660722844302654, 1.1947777271270752, 3.4841983318328857, 0.03021293506026268, 2.004380941390991, 2.613394260406494, 1.2981114387512207, 0.42341649532318115, 0.19214722514152527, 0.5643247365951538, 2.184943675994873, 0.5772233605384827, 0.7692107558250427, 0.32164111733436584]","[-0.02149978280067444, -0.6360532641410828, -1.6260799169540405, -1.4825695753097534, -0.0011372057488188148, -0.2648089826107025, -1.5267369747161865, -0.6725803017616272, -1.5575791597366333, -0.5417908430099487, -0.0008904544520191848, -0.10799017548561096, -0.30828675627708435, -0.005896435584872961, -0.20235544443130493, -0.0001793938863556832, -0.06106063723564148, -0.52825927734375, -0.0002806984703056514, -0.8207610845565796, -0.7801581621170044, -0.002468041144311428, -0.6065435409545898, -1.3999786376953125, -0.6601797938346863, -0.0731973722577095, -0.02874087169766426, -0.11768342554569244, -0.7037690877914429, -0.1289587765932083, -0.179782897233963, -0.039146970957517624]"
tqa:ae106ddbb095,train,1,"[2.3241350650787354, 1.74290931224823, 1.078361988067627, 1.7711100578308105, 2.390956401824951, 0.7862181067466736, 0.07548461109399796, 1.5479735136032104, 1.2351961135864258, 3.638742446899414, 2.596810817718506, 1.6006629467010498, 3.642915725708008, 2.3805603981018066, 2.165123701095581, 2.1867733001708984, 0.7924594879150391, 2.035618543624878, 0.32400473952293396, 0.585753858089447, 0.2250470519065857, 0.015099103562533855, 1.0444042682647705, 0.3515329658985138, 1.2011606693267822, 3.1702725887298584, 0.0632915198802948, 0.006566003896296024, 0.0019604517146945, 1.2248092889785767, 0.21594451367855072, 0.02868640050292015]","[-1.3226836919784546, -1.1464300155639648, -0.22656072676181793, -0.9790346026420593, -1.1862112283706665, -0.14451690018177032, -0.009394249878823757, -0.7659271955490112, -0.6052213311195374, -1.507705569267273, -1.1154086589813232, -0.7632412314414978, -2.0060012340545654, -1.1220060586929321, -1.0113754272460938, -0.9914770126342773, -0.18992795050144196, -0.9016930460929871, -0.05771561339497566, -0.1928127259016037, -0.04001069813966751, -0.0020775655284523964, -0.37369662523269653, -0.07706979662179947, -0.5939167737960815, -1.1708900928497314, -0.00735634146258235, -0.0005521441926248372, -0.0001793938863556832, -0.726759672164917, -0.048106759786605835, -0.0024204738438129425]"
tqa:a15283752ce8,train,1,"[0.0020415144972503185, 1.1132221221923828, 0.8685855269432068, 3.017885446548462, 1.8058948516845703, 2.6276004314422607, 1.8721442222595215, 1.4911236763000488, 2.9078216552734375, 2.6923940181732178, 0.8329005241394043, 1.4307715892791748, 1.8097200393676758, 1.6832013130187988, 1.9577198028564453, 0.2946568429470062, 1.1128926277160645, 1.6193104982376099, 3.6971211433410645, 0.5505441427230835, 1.7096774578094482, 0.0008755737217143178, 0.27685901522636414, 1.457864761352539, 2.2696003913879395, 0.08449534326791763, 1.614818811416626, 1.8868062496185303, 0.5997547507286072, 3.988734006881714, 3.2211079597473145, 0.04120742902159691]","[-0.00016962042718660086, -0.9560329914093018, -0.18674449622631073, -1.1958338022232056, -0.9771006107330322, -0.7106415033340454, -0.6594763994216919, -0.7370610237121582, -1.2448241710662842, -1.118818998336792, -0.1609296053647995, -0.6888484954833984, -0.9642715454101562, -1.0404837131500244, -0.9461992979049683, -0.05500281602144241, -0.7440223097801208, -0.3926394283771515, -1.8085328340530396, -0.26056861877441406, -0.40235647559165955, -7.188061863416806e-05, -0.0706813707947731, -1.1798964738845825, -0.44365447759628296, -0.007397166453301907, -0.3522469401359558, -0.6298494338989258, -0.09546580910682678, -2.1052818298339844, -1.113342523574829, -0.005061669275164604]"
tqa:f920799c69a7,train,0,"[3.9618053436279297, 4.580018043518066, 0.517967164516449, 0.5175666809082031, 1.5397226810455322, 0.21348914504051208, 0.0015293022152036428, 1.6684715747833252, 1.9981392621994019, 0.8401800394058228, 3.3075127601623535, 0.015767963603138924, 0.4224204421043396, 4.879861831665039, 0.6304826140403748, 3.101888418197632, 0.228091761469841, 0.0016542153898626566, 1.1470881700515747, 0.1250939816236496, 0.05776774510741234, 0.995526134967804, 0.5513752698898315, 0.02059095725417137, 0.008277125656604767, 3.298400402069092, 0.012702187523245811, 0.12180181592702866, 0.10072480887174606, 0.04134446382522583, 0.9084678292274475, 1.2107678651809692]","[-0.8834480047225952, -1.330287218093872, -0.20771659910678864, -0.14391730725765228, -0.6415536999702454, -0.024269742891192436, -0.00011121608258690685, -0.528914213180542, -0.5343225002288818, -0.2561607360839844, -0.9817947149276733, -0.0013919912744313478, -0.10321173816919327, -2.5797948837280273, -0.1065533235669136, -1.019757628440857, -0.023245330899953842, -0.00013457823661156, -0.7485694289207458, -0.015446319244801998, -0.009329413995146751, -0.3806227147579193, -0.12279926240444183, -0.0020656692795455456, -0.0008643704932183027, -1.5804959535598755, -0.0010894560255110264, -0.014619490131735802, -0.01369955763220787, -0.005396442022174597, -0.26523324847221375, -0.45530229806900024]"
tqa:3240e95da920,train,0,"[0.08563311398029327, 0.052365273237228394, 0.23995301127433777, 0.0814991444349289, 0.1596054583787918, 0.10779695957899094, 0.056016065180301666, 0.03955935686826706, 0.30045950412750244, 0.060191743075847626, 0.004454173147678375, 0.14607647061347961, 0.6346560120582581, 0.054775968194007874, 0.10414928942918777, 0.26230770349502563, 0.0335303395986557, 0.5288885831832886, 1.2540602684020996, 0.0016116853803396225, 0.18176664412021637, 0.546695351600647, 0.046046074479818344, 0.03436972200870514, 0.09332215785980225, 0.036159317940473557, 0.062739297747612, 0.03257934749126434, 0.024949273094534874, 0.01411268301308155, 0.1484604775905609, 0.026478324085474014]","[-0.013322501443326473, -0.005897620692849159, -0.03160303086042404, -0.010040136985480785, -0.013623004779219627, -0.013930471614003181, -0.006428752094507217, -0.003449444193392992, -0.05019081011414528, -0.00569364707916975, -0.0003904534096363932, -0.01856721192598343, -0.09319992363452911, -0.005925469566136599, -0.011852672323584557, -0.04241359233856201, -0.0032958255615085363, -0.11879193782806396, -0.31352558732032776, -0.0001006075763143599, -0.023007936775684357, -0.09012973308563232, -0.006238984875380993, -0.003669435391202569, -0.01076226681470871, -0.0038786910008639097, -0.004872472491115332, -0.003384815761819482, -0.002577318577095866, -0.0011019593803212047, -0.022291800007224083, -0.0023054706398397684]"
tqa:5d8fc9bad8dd,train,1,"[0.05728166177868843, 0.33555808663368225, 0.788090169429779, 0.009023424237966537, 1.7089869976043701, 1.4332634210586548, 0.4150688648223877, 0.7127231359481812, 0.6885729432106018, 2.046541929244995, 0.07913421094417572, 3.2438087463378906, 1.761185884475708, 1.4323396682739258, 2.679779529571533, 0.3420817255973816, 1.6055073738098145, 1.4644125699996948, 0.5505813360214233, 0.4494616389274597, 1.8138554096221924, 1.8327746391296387, 0.8265902400016785, 0.6582746505737305, 1.2699394226074219, 0.028137585148215294, 0.06168573722243309, 0.011288218200206757, 0.0054715657606720924, 0.0324154831469059, 0.8211400508880615, 1.2460148334503174]","[-0.007604341953992844, -0.050443943589925766, -0.12294211983680725, -0.0008001701789908111, -0.318058043718338, -0.29084452986717224, -0.06380852311849594, -0.09965578466653824, -0.15045464038848877, -1.4719178676605225, -0.007982022128999233, -1.4168111085891724, -0.6606760621070862, -0.733106255531311, -0.6293296813964844, -0.04832373186945915, -0.9042163491249084, -0.48273319005966187, -0.11071085929870605, -0.08561575412750244, -0.8450412154197693, -1.176191806793213, -0.26912179589271545, -0.09732551872730255, -0.593849778175354, -0.0032185916788876057, -0.0071891192346811295, -0.000863774970639497, -0.00048780461656861007, -0.0034190313890576363, -0.23841042816638947, -0.2476135790348053]"
tqa:599538da2b16,test,1,"[0.005443030968308449, 0.21779242157936096, 4.32571268081665, 0.07935401052236557, 1.0240631103515625, 0.8299753069877625, 0.0023789023980498314, 0.07983016222715378, 1.8552830219268799, 0.002230535726994276, 0.0006753612542524934, 0.009616317227482796, 0.9228754043579102, 0.9188002347946167, 0.002555145649239421, 0.17870764434337616, 1.017654538154602, 0.03546825051307678, 0.9481135606765747, 1.248607873916626, 0.008178484626114368, 0.35599565505981445, 0.35974305868148804, 0.03194049373269081, 0.6946650147438049, 0.8272272348403931, 0.003613583277910948, 0.04684247076511383, 0.7611321210861206, 0.030183739960193634, 0.9673239588737488, 2.808502197265625]","[-0.000505677133332938, -0.02334257774055004, -1.1568623781204224, -0.0068365950137376785, -0.5060974955558777, -0.2561383843421936, -0.0001740304142003879, -0.009481163695454597, -1.6138529777526855, -0.0001429217227268964, -5.113947918289341e-05, -0.00078671018127352, -0.5301346182823181, -0.17173972725868225, -0.0002076410164590925, -0.029668256640434265, -0.22400054335594177, -0.0030374841298907995, -0.7086208462715149, -0.3646010160446167, -0.0007309625507332385, -0.10014014691114426, -0.05403155833482742, -0.0029632013756781816, -0.27459219098091125, -0.14926959574222565, -0.00031859567388892174, -0.005014343652874231, -0.13270267844200134, -0.0025966993998736143, -0.6583423614501953, -1.3804761171340942]"
tqa:c4e0fb90647d,val,1,"[3.6547203063964844, 1.1012436151504517, 1.1411736011505127, 1.3487468957901, 0.2045847475528717, 0.5201175212860107, 0.36248302459716797, 0.014923719689249992, 0.00473211333155632, 1.742058277130127, 0.03850749880075455, 0.01414551492780447, 4.107283115386963, 0.29393336176872253, 0.00669262558221817, 0.008342565037310123, 0.2967945337295532, 0.020656168460845947, 0.00841483660042286, 0.33921846747398376, 0.1043146625161171, 0.1674271523952484, 0.045982182025909424, 0.3876704275608063, 2.4048523902893066, 0.6259337663650513, 0.8975585699081421, 0.09812349081039429, 0.004454107955098152, 0.011451167985796928, 1.1434787511825562, 0.03678330406546593]","[-1.4689009189605713, -0.6035905480384827, -0.25455808639526367, -0.3100963532924652, -0.030362246558070183, -0.06061575934290886, -0.06029684096574783, -0.0015065044863149524, -0.00043156370520591736, -1.2598682641983032, -0.003641998628154397, -0.0011037455406039953, -1.6245249509811401, -0.03270603343844414, -0.0006237468332983553, -0.0009373800130560994, -0.05167479068040848, -0.0022605122067034245, -0.0008909308817237616, -0.07715246081352234, -0.015658875927329063, -0.01844492182135582, -0.0047982074320316315, -0.059884633868932724, -0.7651689648628235, -0.23922815918922424, -0.1848617047071457, -0.013813610188663006, -0.00036090059438720345, -0.0012007892364636064, -0.43274906277656555, -0.003418318461626768]"
tqa:a3d19c3d31ff,train,1,"[1.4031678438186646, 1.3812079429626465, 2.640171527862549, 2.423544406890869, 0.14463312923908234, 3.299222946166992, 3.055936813354492, 0.0036229058168828487, 4.098041534423828, 1.7940852642059326, 0.11925674229860306, 0.02309345453977585, 1.1311452388763428, 3.3308045864105225, 3.6288833618164062, 0.004704752005636692, 2.4332566261291504, 1.5199273824691772, 3.3730807304382324, 0.6768283843994141, 2.0271694660186768, 0.38924679160118103, 0.6915372610092163, 2.5052027702331543, 0.248989537358284, 1.904646396636963, 0.5553473234176636, 0.536335825920105, 0.7718459963798523, 2.7593278884887695, 0.9352623820304871, 0.24348828196525574]","[-0.30054593086242676, -0.31546688079833984, -0.8310892581939697, -0.8827581405639648, -0.02414628677070141, -0.7569844722747803, -0.9567693471908569, -0.0002708068350329995, -1.8273639678955078, -0.8207666277885437, -0.015599843114614487, -0.0025648337323218584, -0.9618400931358337, -1.2139549255371094, -1.232832908630371, -0.0004654039512388408, -1.5158801078796387, -0.992453396320343, -1.9681154489517212, -0.14138910174369812, -0.6566159725189209, -0.07718115299940109, -0.20110510289669037, -0.755813717842102, -0.04541102051734924, -0.5951160192489624, -0.15328501164913177, -0.10983796417713165, -0.18790572881698608, -0.7468474507331848, -0.36746442317962646, -0.05774003267288208]"
tqa:9c3efcbfb0ba,val,1,"[0.0528813973069191, 0.30363819003105164, 1.307603120803833, 1.03957200050354, 2.642911195755005, 0.5541287660598755, 0.48969417810440063, 0.4638234078884125, 0.04727867990732193, 0.1620206981897354, 0.23247317969799042, 0.05967627838253975, 0.2309945523738861, 0.05768795311450958, 0.07256286591291428, 0.06533759087324142, 0.1138526052236557, 0.15636849403381348, 0.030757037922739983, 0.09817454218864441, 1.031172513961792, 0.3015015721321106, 0.5140186548233032, 0.17985054850578308, 0.101056307554245, 0.150337815284729, 0.022150445729494095, 0.07969485223293304, 0.11418682336807251, 0.05404846742749214, 0.19230294227600098, 0.04039178788661957]","[-0.0054759974591434, -0.04764380306005478, -0.6346373558044434, -0.22344382107257843, -0.5465534925460815, -0.07973788678646088, -0.08265913277864456, -0.11129986494779587, -0.004775546956807375, -0.018148908391594887, -0.033315714448690414, -0.006344178691506386, -0.0307795200496912, -0.007033943198621273, -0.008405900560319424, -0.006106173619627953, -0.014402717351913452, -0.021005548536777496, -0.0027796700596809387, -0.009285715408623219, -0.3870700001716614, -0.0496903695166111, -0.061642516404390335, -0.03105379082262516, -0.012141134589910507, -0.022606752812862396, -0.002063052263110876, -0.007872860878705978, -0.014079879969358444, -0.005672784987837076, -0.024805163964629173, -0.004424069542437792]"
tqa:18579ca613a8,val,1,"[0.715064525604248, 2.3700504302978516, 0.7712677717208862, 0.9608325958251953, 0.8526077270507812, 3.599900722503662, 0.04970468580722809, 1.8297057151794434, 0.06037278100848198, 0.05085977539420128, 1.0984210968017578, 2.009730815887451, 1.1463655233383179, 0.9231595993041992, 1.5655407905578613, 2.5120179653167725, 3.371361017227173, 0.07689908146858215, 0.04939182847738266, 0.06896193325519562, 0.8958271741867065, 0.1015552282333374, 0.0038678725250065327, 0.3203069567680359, 0.09430766105651855, 0.0034133840817958117, 0.14782047271728516, 4.127982265345054e-06, 1.1527589559555054, 0.0649256706237793, 0.0025302667636424303, 0.0008084910805337131]","[-0.16900275647640228, -0.6525999903678894, -0.2058129459619522, -0.3734355568885803, -0.3050600588321686, -1.5567140579223633, -0.007703714072704315, -0.4771186113357544, -0.008742982521653175, -0.006490697152912617, -0.4524679183959961, -0.6228427290916443, -0.3282427191734314, -0.19466423988342285, -0.4238588809967041, -1.652479648590088, -1.72504723072052, -0.009672088548541069, -0.006061859428882599, -0.009383858181536198, -0.7141869068145752, -0.017366254702210426, -0.00037269797758199275, -0.048063360154628754, -0.01640346460044384, -0.0003524397616274655, -0.030951742082834244, -2.3841855067985307e-07, -0.38420504331588745, -0.007056670729070902, -0.00020072828920092434, -6.639736966462806e-05]"
tqa:261957f53791,train,1,"[0.025151316076517105, 2.069377899169922, 1.2412586212158203, 0.6673182249069214, 0.9836743474006653, 8.692860137671232e-05, 0.8563737869262695, 1.337199091911316, 1.1738402843475342, 0.018302883952856064, 1.8407435417175293, 2.6736440658569336, 0.43023765087127686, 4.190196990966797, 1.76115083694458, 3.3755059242248535, 0.0014501349069178104, 0.5570869445800781, 1.6577969789505005, 0.0654793232679367, 0.021304268389940262, 1.1493598222732544, 0.14440082013607025, 0.039570316672325134, 0.07252948731184006, 0.0010152790928259492, 0.0028014532290399075, 0.06446345895528793, 1.5122166872024536, 3.3577005863189697, 0.3170667886734009, 0.7795472145080566]","[-0.002633557887747884, -1.5244836807250977, -0.3478889465332031, -0.16984905302524567, -0.33305180072784424, -5.364403477869928e-06, -0.21381635963916779, -0.7661796808242798, -0.17320616543293, -0.0013634203933179379, -0.8461002111434937, -1.2587158679962158, -0.0705375224351883, -2.114741802215576, -0.4744969606399536, -1.2276886701583862, -0.00010764019680209458, -0.06636907160282135, -0.35454046726226807, -0.006885254755616188, -0.0019219514215365052, -0.17945368587970734, -0.015068276785314083, -0.004927989561110735, -0.010879604145884514, -9.512448741588742e-05, -0.0002324311062693596, -0.008469969034194946, -0.25305092334747314, -0.8252553939819336, -0.04677879810333252, -0.378766268491745]"
tqa:e33f83695803,train,1,"[0.004236612003296614, 2.4206252098083496, 2.086643695831299, 1.5738894939422607, 0.20766738057136536, 0.6211898326873779, 0.03543272614479065, 1.4045741558074951, 1.7017667293548584, 0.019565243273973465, 2.421487331390381, 2.62918758392334, 1.6984539031982422, 2.5631468296051025, 0.00977100059390068, 1.9391629695892334, 0.10122968256473541, 0.007164272014051676, 0.9753514528274536, 0.29985910654067993, 0.01740446127951145, 0.5315115451812744, 0.19602742791175842, 0.0007994793122634292, 0.001719426829367876, 0.000453536631539464, 6.378903344739228e-05, 0.08093632757663727, 0.026863466948270798, 0.9480195045471191, 2.129939079284668, 0.7946478128433228]","[-0.00045158201828598976, -1.296203374862671, -1.514776587486267, -1.4658429622650146, -0.045398831367492676, -0.12883061170578003, -0.004322590306401253, -1.146480679512024, -0.2609393894672394, -0.001618624315597117, -1.5213143825531006, -1.116584062576294, -0.9606353640556335, -0.6882569789886475, -0.0009348789462819695, -0.9249155521392822, -0.009993164800107479, -0.0006379238329827785, -0.6697054505348206, -0.04542389139533043, -0.0016483780927956104, -0.13628606498241425, -0.036526359617710114, -6.496695277746767e-05, -0.0001517419150331989, -3.0397906812140718e-05, -4.291525328881107e-06, -0.012157740071415901, -0.0028986602555960417, -0.22126907110214233, -0.9996426701545715, -0.7958312034606934]"
tqa:bce4e75d4491,train,1,"[0.5581181645393372, 2.1235239505767822, 0.005823594983667135, 0.8542090654373169, 1.065302848815918, 1.4564117193222046, 0.4506705701351166, 2.143381118774414, 1.4323934316635132, 3.21901273727417, 2.2023749351501465, 4.488393783569336, 1.0852880477905273, 2.689216136932373, 0.8515008687973022, 0.101607546210289, 0.22731025516986847, 1.8183016777038574, 0.8893983364105225, 1.7784161567687988, 2.2038025856018066, 2.0669116973876953, 0.4065059423446655, 1.8036065101623535, 0.6387415528297424, 0.016652967780828476, 0.70218425989151, 1.3002698421478271, 3.249838352203369, 4.223628044128418, 1.3386658430099487, 0.6482105255126953]","[-0.09450835734605789, -1.3552441596984863, -0.0005160430446267128, -0.28015753626823425, -0.1877681165933609, -0.3788122236728668, -0.07672638446092606, -0.6943305730819702, -0.6737763285636902, -0.7098388671875, -1.3199496269226074, -1.5263147354125977, -0.4526580572128296, -1.2963849306106567, -0.5633983612060547, -0.01446346566081047, -0.0334712453186512, -0.7710856199264526, -0.33076030015945435, -0.8850829601287842, -0.5641369819641113, -0.37195518612861633, -0.0676129087805748, -1.008652925491333, -0.15145008265972137, -0.0014941253466531634, -0.16683392226696014, -0.34455329179763794, -1.6389086246490479, -1.9935128688812256, -0.4303062856197357, -0.10336289554834366]"
tqa:22ce085df57f,train,1,"[0.13416939973831177, 0.026368556544184685, 2.381643295288086, 1.3516920804977417, 1.4195877313613892, 3.466517925262451, 1.5301103591918945, 1.8607678413391113, 3.204191207885742, 4.715829849243164, 0.07214078307151794, 1.2561421394348145, 1.0675880908966064, 1.0650901794433594, 2.1129863262176514, 1.4714759588241577, 0.6816227436065674, 1.0358935594558716, 0.3515040874481201, 0.18244510889053345, 0.1754448115825653, 0.380312979221344, 1.117497205734253, 0.4231438636779785, 1.0714889764785767, 0.21428817510604858, 0.22346830368041992, 0.7266206741333008, 0.061074331402778625, 0.004567895084619522, 0.1385621428489685, 0.03462852165102959]","[-0.02251398004591465, -0.002574702724814415, -0.527033805847168, -0.7825202941894531, -0.2846834659576416, -1.5014233589172363, -0.24214765429496765, -0.4814905822277069, -0.8996361494064331, -1.9534709453582764, -0.00930732861161232, -0.24847422540187836, -0.37837523221969604, -0.2758338153362274, -0.8431416749954224, -0.6291256546974182, -0.08982478082180023, -0.17472541332244873, -0.08664198964834213, -0.036454636603593826, -0.025838667526841164, -0.08704287558794022, -0.4360383152961731, -0.08335801213979721, -0.1769474297761917, -0.023624835535883904, -0.032457951456308365, -0.19973303377628326, -0.006762002129107714, -0.00036399890086613595, -0.02004578895866871, -0.002983882324770093]"
tqa:9790344e209b,val,1,"[0.13700371980667114, 0.6635345220565796, 0.5746806859970093, 0.004867282230407, 1.3200739622116089, 1.5588500499725342, 0.4986133277416229, 3.0392160415649414, 1.4573025703430176, 0.0026235603727400303, 2.101064920425415, 2.3987088203430176, 2.3169589042663574, 0.5239352583885193, 0.2811431884765625, 0.028526822105050087, 0.005462283734232187, 0.08544906973838806, 3.1342406272888184, 1.2437453269958496, 0.24504593014717102, 0.0011036219075322151, 0.8815674781799316, 0.7966333031654358, 0.09266060590744019, 1.5048348903656006, 0.08098150044679642, 0.001094348612241447, 0.17910650372505188, 0.0004056835896335542, 0.031130578368902206, 0.517604649066925]","[-0.014852188527584076, -0.12555845081806183, -0.07695015519857407, -0.0003946240758523345, -0.5245661735534668, -0.4207417964935303, -0.07871676981449127, -1.8603414297103882, -0.30469343066215515, -0.00021002470748499036, -0.8742005825042725, -1.4257763624191284, -1.1487021446228027, -0.10499002784490585, -0.03998813405632973, -0.002471846528351307, -0.0004505096294451505, -0.0084060188382864, -1.9973797798156738, -0.37314003705978394, -0.030030176043510437, -7.509902934543788e-05, -0.22726939618587494, -0.1543692797422409, -0.010409820824861526, -0.297562837600708, -0.008718048222362995, -7.497983460780233e-05, -0.026579316705465317, -3.3854863431770355e-05, -0.004088496323674917, -0.18543842434883118]"
tqa:1b36d78ec80b,val,1,"[1.9387106895446777, 0.01613091491162777, 0.10101966559886932, 0.07596393674612045, 0.0008418757352046669, 0.05220087617635727, 1.8073596954345703, 0.6298952102661133, 1.0293257236480713, 0.021407475695014, 0.8659483790397644, 1.8680081367492676, 0.0020637637935578823, 0.21083082258701324, 2.1990714073181152, 0.04855409637093544, 1.1567816734313965, 0.016507022082805634, 0.948161244392395, 1.5682642459869385, 0.33893346786499023, 0.00044887998956255615, 0.0076922765001654625, 1.3035366535186768, 1.09026300907135, 0.39285188913345337, 0.05708983540534973, 0.025899644941091537, 0.019083810970187187, 0.008530804887413979, 0.5125389695167542, 0.09053516387939453]","[-1.0457947254180908, -0.0019306369358673692, -0.016367696225643158, -0.010447099804878235, -6.544376083184034e-05, -0.005292096640914679, -0.5680325031280518, -0.33023279905319214, -0.25775572657585144, -0.002645090688019991, -0.8003649711608887, -1.3320387601852417, -0.00018285033002030104, -0.02710271067917347, -0.6924786567687988, -0.005678356159478426, -0.3984467685222626, -0.0018490137299522758, -0.49621450901031494, -0.5963412523269653, -0.08856692910194397, -3.4689302992774174e-05, -0.0006661579827778041, -0.6057834029197693, -0.734191358089447, -0.10068906098604202, -0.006479919422417879, -0.0031255462672561407, -0.0018008219776675105, -0.0008205384365282953, -0.18678919970989227, -0.009407004341483116]"
tqa:6cb0ba7c325c,test,0,"[1.237021803855896, 0.7029144167900085, 1.6098625659942627, 2.5319247245788574, 1.2072616815567017, 1.7141555547714233, 2.6517794132232666, 0.5569448471069336, 1.5092757940292358, 0.5123856067657471, 0.35008832812309265, 0.016035640612244606, 0.9140258431434631, 2.690497398376465, 3.3062639236450195, 3.5960512161254883, 0.8235832452774048, 0.9141584634780884, 2.2309508323669434, 0.9177539944648743, 0.004936041310429573, 0.0013410397805273533, 0.016446512192487717, 1.7296686172485352, 2.322503089904785, 3.1231448650360107, 1.8475415706634521, 0.2626221776008606, 0.003878247458487749, 0.006396944168955088, 0.18614032864570618, 0.6845684051513672]","[-0.3742665648460388, -0.15560665726661682, -0.6334520578384399, -0.7901860475540161, -0.22136737406253815, -0.6860142350196838, -0.7989998459815979, -0.15459339320659637, -0.3254668414592743, -0.07974085956811905, -0.06101914122700691, -0.0015029336791485548, -0.9191206097602844, -0.8875547647476196, -1.3700214624404907, -1.7234269380569458, -0.26312118768692017, -0.4282088577747345, -1.055596113204956, -0.18917889893054962, -0.00040951924165710807, -0.0001289761275984347, -0.0018913729581981897, -1.028290867805481, -1.2170053720474243, -1.1596407890319824, -1.1191571950912476, -0.040395572781562805, -0.0003483880718704313, -0.0005452338373288512, -0.032278139144182205, -0.12525244057178497]"
tqa:77f7156c8419,val,0,"[0.1852281242609024, 0.00814912561327219, 0.3952838182449341, 0.5190739035606384, 0.4600423574447632, 0.26452529430389404, 0.3149154782295227, 1.0701450109481812, 2.0723676681518555, 0.03832804411649704, 1.7671699523925781, 1.415050745010376, 0.8296223878860474, 4.255948066711426, 1.679012417793274, 0.7032884359359741, 0.31704357266426086, 2.4064903259277344, 0.003955545835196972, 2.1807146072387695, 0.47017887234687805, 0.08646021783351898, 1.1356151103973389, 0.5601070523262024, 0.7627227306365967, 0.012373681180179119, 0.007628445513546467, 0.0440802238881588, 0.011000437662005424, 0.004540043883025646, 0.04306125268340111, 0.06744632124900818]","[-0.03780486807227135, -0.0008172033121809363, -0.08060994744300842, -0.12412969022989273, -0.17297646403312683, -0.05343268811702728, -0.07836940884590149, -0.7499427199363708, -0.35222169756889343, -0.0032772899139672518, -0.5528587698936462, -0.3004712760448456, -0.17261400818824768, -1.606113076210022, -0.3403225839138031, -0.10810060054063797, -0.047232259064912796, -0.6177851557731628, -0.00032586511224508286, -0.666350781917572, -0.061266519129276276, -0.008964293636381626, -0.40192317962646484, -0.1468995213508606, -0.1811658889055252, -0.001121726119890809, -0.0006873629172332585, -0.004912331234663725, -0.001032891683280468, -0.0004463391669560224, -0.005038184579461813, -0.007393261417746544]"
tqa:8669ac0d34c3,train,0,"[2.4674594402313232, 3.155325412750244, 3.6711883544921875, 0.764819860458374, 0.4804011285305023, 0.07667247205972672, 0.02538997307419777, 0.09313171356916428, 1.1226073503494263, 1.41985285282135, 2.472348213195801, 0.3790731132030487, 0.3521991968154907, 0.00021179488976486027, 2.360565185546875, 0.10233788937330246, 1.5820883512496948, 0.043705590069293976, 0.034439101815223694, 0.6296707391738892, 2.425199031829834, 0.3013175129890442, 1.778023600578308, 0.03702421486377716, 0.09586077928543091, 0.022458119317889214, 0.0017533242935314775, 0.001613641157746315, 0.0005977801629342139, 0.00838564895093441, 0.008342321030795574, 0.15052677690982819]","[-1.2070605754852295, -1.5967847108840942, -1.5944877862930298, -0.32254907488822937, -0.16344305872917175, -0.00976511649787426, -0.0022897711023688316, -0.011611615307629108, -0.44696566462516785, -1.066596508026123, -1.4240247011184692, -0.07618802040815353, -0.08678977191448212, -1.2636104656849056e-05, -0.9375545978546143, -0.01689622737467289, -0.7216527462005615, -0.0065194773487746716, -0.004551289603114128, -0.2741797864437103, -0.9770169258117676, -0.057658564299345016, -0.6797938942909241, -0.0032742007169872522, -0.018511978909373283, -0.0025517542380839586, -0.00015138434537220746, -0.00015043080202303827, -3.93382906622719e-05, -0.001050040009431541, -0.000789688085205853, -0.022641250863671303]"
