qid,split,y,last_ent_tail_vec,last_lp_tail_vec
tqa:9563c6efa7cb,val,0,"[4.713568687438965, 1.0561654567718506, 2.280348300933838, 2.033876895904541, 1.6974234580993652, 0.009647566825151443, 1.600522518157959, 0.7480494379997253, 0.5085503458976746, 0.7994562387466431, 3.8327949047088623, 2.2905049324035645, 2.253427028656006, 1.1426925659179688, 0.11816678196191788, 0.005975967273116112, 0.0019287045579403639, 0.5481486916542053, 0.00035413133446127176, 0.15088608860969543, 0.0025984845124185085, 0.0005771529395133257, 0.0010572064202278852, 5.4046067816670984e-05, 0.26279494166374207, 2.0871388912200928, 0.22738924622535706, 0.0010835547000169754, 1.6837115287780762, 0.0789669081568718, 0.12483806908130646, 2.0479421615600586]","[-1.5638506412506104, -0.3063187599182129, -0.7935124635696411, -0.6107827425003052, -0.4210764765739441, -0.000959531927946955, -0.7074844241142273, -0.3056701123714447, -0.16985297203063965, -1.3859821557998657, -1.310868501663208, -0.4152367115020752, -0.9287067651748657, -0.3739369809627533, -0.021012434735894203, -0.000681883015204221, -0.00015507926582358778, -0.21729736030101776, -2.5510462364763953e-05, -0.034562401473522186, -0.00024077377747744322, -4.60137271147687e-05, -8.523101132595912e-05, -3.4570634852570947e-06, -0.043181803077459335, -1.108367681503296, -0.03658566251397133, -8.391981828026474e-05, -1.1385782957077026, -0.014299659989774227, -0.021172460168600082, -1.152487874031067]"
tqa:7e2125d48468,train,1,"[3.4276835918426514, 1.8174043893814087, 1.6448625326156616, 0.005985189229249954, 4.5202178955078125, 1.297869324684143, 0.3773435354232788, 0.20050126314163208, 0.019378190860152245, 0.018898434937000275, 2.8048932552337646, 2.124549388885498, 0.6906580328941345, 0.6990588903427124, 0.5989359021186829, 0.01395875308662653, 0.06195656210184097, 0.30584830045700073, 0.0022369669750332832, 0.010215076617896557, 0.053059205412864685, 0.0012475468683987856, 0.0012596424203366041, 0.5320295095443726, 0.01911100558936596, 0.0022868849337100983, 0.0038457480259239674, 0.019665278494358063, 0.16735979914665222, 0.000844897236675024, 0.05586894601583481, 0.21996191143989563]","[-0.739494264125824, -1.8002614974975586, -0.24110761284828186, -0.0006641327636316419, -1.6006687879562378, -0.4247126579284668, -0.06884462386369705, -0.05006246268749237, -0.0023654119577258825, -0.002268837997689843, -1.910639762878418, -0.5662429332733154, -0.10337160527706146, -0.5082234144210815, -0.09875007718801498, -0.001369610894471407, -0.010651875287294388, -0.051673773676157, -0.0001793938863556832, -0.0011810240102931857, -0.0052146608941257, -0.00011145447206217796, -9.107174992095679e-05, -0.24304844439029694, -0.002283586421981454, -0.0001896439935080707, -0.00035684893373399973, -0.002048300579190254, -0.016965262591838837, -5.686121585313231e-05, -0.008563818410038948, -0.02035233937203884]"
tqa:e03b2c4dddf8,train,1,"[0.02497880533337593, 1.7554248571395874, 0.7151750326156616, 1.9762928485870361, 0.8687807321548462, 0.0034029665403068066, 2.0463271141052246, 1.6663819551467896, 0.4121720790863037, 3.8511054515838623, 1.1296918392181396, 1.1944917440414429, 4.054224014282227, 0.31183451414108276, 1.8989341259002686, 0.48808735609054565, 0.0011253184638917446, 0.0004983933176845312, 0.0019210742320865393, 0.0031254503410309553, 0.03934367746114731, 0.005086553283035755, 1.2634079456329346, 0.18089362978935242, 0.0017257380532100797, 1.3701610565185547, 0.2704920470714569, 0.019119398668408394, 1.1365070343017578, 0.02226105146110058, 0.1753307431936264, 2.7294700145721436]","[-0.002390386536717415, -2.0225558280944824, -0.1569150686264038, -2.5439772605895996, -0.11381115764379501, -0.0003669780562631786, -0.9869928359985352, -0.3722149133682251, -0.0635141134262085, -1.3160792589187622, -0.24141649901866913, -0.733310341835022, -1.9494911432266235, -0.06201108917593956, -0.8009799122810364, -0.1077524870634079, -8.248942322097719e-05, -3.683499380713329e-05, -0.00015758226800244302, -0.0002650863316375762, -0.005122394300997257, -0.0005125877796672285, -0.7934361696243286, -0.018239043653011322, -0.00016592556494288146, -0.6579501628875732, -0.04675820469856262, -0.0020309314131736755, -0.2686496078968048, -0.0021679725032299757, -0.03859669715166092, -0.863459050655365]"
tqa:8fe1d38cf42b,train,1,"[2.7131733894348145, 0.05677764490246773, 1.4805207252502441, 0.01741812191903591, 1.473221778869629, 0.001969745382666588, 1.6109129190444946, 2.2963685989379883, 3.539527416229248, 1.0250980854034424, 0.5257292985916138, 3.8298966884613037, 0.5067151784896851, 2.8433094024658203, 0.9235629439353943, 2.2838501930236816, 0.13788972795009613, 0.527519166469574, 1.272655963897705, 1.6839830875396729, 2.315065383911133, 0.0008436657954007387, 1.4965142011642456, 1.4294517040252686, 1.2794325351715088, 1.2346827983856201, 2.1439552307128906, 1.3639349937438965, 0.9136520028114319, 2.170487642288208, 0.26637014746665955, 0.6864254474639893]","[-1.0444213151931763, -0.009746937081217766, -0.4459129571914673, -0.0016545667313039303, -0.4497356712818146, -0.00016389934171456844, -0.7206104397773743, -0.9931005239486694, -2.1457059383392334, -0.3258081376552582, -0.17301738262176514, -1.480431318283081, -0.0916786789894104, -1.2052392959594727, -0.45688027143478394, -0.8477470874786377, -0.01983790285885334, -3.6572299003601074, -0.5394343733787537, -0.9448328018188477, -0.9790993928909302, -6.329813186312094e-05, -0.7819159626960754, -0.7647318243980408, -0.5249823331832886, -0.5134422183036804, -1.2654041051864624, -0.45484980940818787, -1.1850770711898804, -0.7189990878105164, -0.07147224247455597, -0.2689587473869324]"
tqa:0e11d122296f,train,0,"[1.3627735376358032, 0.0019577685743570328, 0.003397486638277769, 0.6331157088279724, 0.3736104667186737, 0.06915067136287689, 0.7085566520690918, 0.005454042926430702, 0.3418610095977783, 0.8058770298957825, 0.021602733060717583, 0.1418483555316925, 0.04889470338821411, 0.21556246280670166, 0.01926790177822113, 0.014126533642411232, 0.00019242201233282685, 0.8773196935653687, 0.894942045211792, 0.6114465594291687, 1.0175654888153076, 0.0020968641620129347, 0.9769115447998047, 0.6381720304489136, 0.637116014957428, 2.5004754066467285, 0.08166055381298065, 0.11742011457681656, 0.00048657774459570646, 0.015615710988640785, 0.13806502521038055, 0.0009034802205860615]","[-0.36882543563842773, -0.00013183678674977273, -0.0003532739356160164, -0.18291249871253967, -0.08410856127738953, -0.009157560765743256, -0.4860508441925049, -0.0005704921204596758, -0.08780071884393692, -0.16466502845287323, -0.002568757627159357, -0.02452661283314228, -0.006255806889384985, -0.05235617235302925, -0.0023319926112890244, -0.00193896540440619, -1.3232143828645349e-05, -0.4079477787017822, -0.5899906158447266, -2.3309872150421143, -0.142256498336792, -0.00021145492792129517, -0.25719767808914185, -0.1176181435585022, -0.28010204434394836, -0.7981480360031128, -0.014590119943022728, -0.023633332923054695, -3.158996332786046e-05, -0.0021128966473042965, -0.02024872601032257, -6.794698856538162e-05]"
tqa:7609030c75e6,val,1,"[3.5567007064819336, 0.011078288778662682, 0.0007821671315468848, 1.7191463708877563, 1.2309772968292236, 0.13319872319698334, 1.1698675155639648, 1.2398874759674072, 0.003667726879939437, 0.19248086214065552, 0.6339976191520691, 1.0671519041061401, 0.3486297130584717, 0.27229905128479004, 0.6615167260169983, 0.9356321692466736, 0.9287225008010864, 0.07165450602769852, 0.6973236799240112, 0.7433140277862549, 0.35212457180023193, 0.821351170539856, 0.4242926239967346, 0.28260141611099243, 0.05250934511423111, 0.8184410929679871, 0.060052525252103806, 0.3367849588394165, 0.5894321203231812, 1.7561800479888916, 0.3918462097644806, 1.057314395904541]","[-1.367260217666626, -0.0009440494468435645, -5.8530047681415454e-05, -1.7420856952667236, -0.5206968784332275, -0.023443659767508507, -0.90688556432724, -0.852331280708313, -0.0003432638186495751, -0.034665461629629135, -0.26240742206573486, -0.621577262878418, -0.10886670649051666, -0.04846592992544174, -0.2881569266319275, -0.5875729322433472, -0.44680720567703247, -0.009180948138237, -0.5446887016296387, -0.19101133942604065, -0.10782847553491592, -0.30211395025253296, -0.1483854502439499, -0.0840446725487709, -0.0076529644429683685, -0.39174386858940125, -0.010620737448334694, -0.08197591453790665, -0.15156851708889008, -2.4854018688201904, -0.07916270196437836, -0.2911376953125]"
tqa:45028991b457,train,0,"[5.3009233474731445, 2.617077350616455, 3.656888246536255, 0.00816394668072462, 1.407739281654358, 2.260176420211792, 0.2133801132440567, 2.8937630653381348, 2.9441075325012207, 0.05578684061765671, 0.0013075165916234255, 0.09347659349441528, 0.0008350688149221241, 0.0001513182942289859, 0.010867021977901459, 3.2217485904693604, 0.17482544481754303, 0.36735016107559204, 0.0022892379201948643, 0.04395236074924469, 0.04843803495168686, 0.020287342369556427, 0.6284911632537842, 0.8772992491722107, 0.012689849361777306, 0.0010170205496251583, 0.04198960214853287, 0.0007878486067056656, 0.000182683375896886, 0.0004613997007254511, 2.764183282852173, 0.39397597312927246]","[-2.208003044128418, -1.6573166847229004, -1.0399340391159058, -0.0009737040963955224, -0.5596206784248352, -0.44495710730552673, -0.041938163340091705, -1.1485850811004639, -1.6552762985229492, -0.0067033893428742886, -0.00010525626566959545, -0.016840549185872078, -5.8410845667822286e-05, -9.894321920000948e-06, -0.0009804924484342337, -1.7172242403030396, -0.03051881678402424, -0.043870244175195694, -0.00020597243565134704, -0.004562919028103352, -0.005592770874500275, -0.0024656630121171474, -0.11123234778642654, -0.25109705328941345, -0.0013056810712441802, -8.451581379631534e-05, -0.006296084728091955, -5.5549986427649856e-05, -1.2278481335670222e-05, -3.158996332786046e-05, -1.270021677017212, -0.11078993231058121]"
tqa:c70d150cd0fa,train,1,"[0.9536406993865967, 0.023452112451195717, 1.722951889038086, 3.6102700233459473, 1.6392074823379517, 0.14770632982254028, 1.166368007659912, 0.13877254724502563, 2.4769818782806396, 2.033550500869751, 0.1515686959028244, 2.2277822494506836, 0.05867200344800949, 1.2043570280075073, 0.7396970987319946, 0.9482024908065796, 0.5879199504852295, 1.2620515823364258, 2.881305694580078, 0.42508113384246826, 0.694638192653656, 0.7404782772064209, 2.403986930847168, 0.8613791465759277, 0.03286394849419594, 0.0012578966561704874, 1.7761330604553223, 1.171940803527832, 0.03914753347635269, 0.20010191202163696, 1.8980767726898193, 0.044459838420152664]","[-0.13881516456604004, -0.0031291113700717688, -1.1456007957458496, -2.6124396324157715, -0.3254871666431427, -0.03205673396587372, -0.5972936749458313, -0.025935431942343712, -1.061452031135559, -0.6379635334014893, -0.03532227873802185, -0.9656318426132202, -0.007772322744131088, -0.30512112379074097, -0.3535080850124359, -0.6190927028656006, -2.85146427154541, -0.3923526406288147, -0.9697779417037964, -0.1439407467842102, -0.1758277863264084, -0.17576399445533752, -0.7884042859077454, -0.2336326539516449, -0.004774835426360369, -0.0001045410826918669, -1.3858853578567505, -0.39033812284469604, -0.0055129872635006905, -0.051688265055418015, -0.8893024921417236, -0.006330082193017006]"
tqa:d920a46c19a3,val,1,"[4.465508460998535, 2.0505690574645996, 1.1335471868515015, 0.008768660016357899, 0.170858696103096, 2.634145975112915, 0.0009957446018233895, 0.0019852970726788044, 0.003733151126652956, 0.46772652864456177, 1.3266947269439697, 1.1903969049453735, 1.7902110815048218, 0.672461211681366, 0.02826107107102871, 0.773436963558197, 1.491105318069458, 0.9173024892807007, 1.6707935333251953, 0.7034701108932495, 0.7046162486076355, 0.29175132513046265, 0.392221599817276, 0.0024013512302190065, 0.0015498154098168015, 0.9892065525054932, 0.3599769175052643, 1.397165298461914, 0.22965452075004578, 0.9442439675331116, 1.134677767753601, 1.1435092687606812]","[-1.791914463043213, -1.0561659336090088, -0.7254036068916321, -0.0009047467028722167, -0.028801914304494858, -0.877547025680542, -8.141662692651153e-05, -0.0001674750237725675, -0.0003471963864285499, -0.112228162586689, -0.9459778666496277, -0.33211851119995117, -1.1484062671661377, -0.38468679785728455, -0.003550061723217368, -0.2603265047073364, -0.4208272695541382, -0.16715843975543976, -0.6574030518531799, -0.18667516112327576, -0.27296051383018494, -0.05426418408751488, -0.06865810602903366, -0.0002300474588992074, -0.00014137222024146467, -0.38975775241851807, -0.047000493854284286, -0.5840676426887512, -0.05555879697203636, -0.7361029982566833, -0.44629061222076416, -0.5595329999923706]"
tqa:de1e5a6a6b61,train,1,"[3.801729679107666, 0.8964962959289551, 1.2778911590576172, 1.743812918663025, 1.1510828733444214, 0.43830788135528564, 0.24971458315849304, 0.9680144786834717, 0.2133120596408844, 0.006695733405649662, 0.0005228251102380455, 0.006671884562820196, 0.00026060620439238846, 1.1530084609985352, 1.0604186058044434, 2.416393280029297, 0.0030887313187122345, 0.014242930337786674, 0.0002463162236381322, 1.4717774391174316, 2.805616855621338, 1.155684471130371, 1.428727149963379, 1.5221490859985352, 1.047890067100525, 1.3592569828033447, 0.30281931161880493, 0.4502202868461609, 1.8427464962005615, 1.1714513301849365, 1.5861754417419434, 1.1717541217803955]","[-2.5252575874328613, -0.3039293885231018, -0.3593299686908722, -0.4975202679634094, -0.4318513572216034, -0.10234389454126358, -0.04138427600264549, -0.24762111902236938, -0.043145496398210526, -0.0006848612101748586, -4.029192859889008e-05, -0.0007989790174178779, -1.8596476365928538e-05, -0.5860241055488586, -0.24953459203243256, -1.0401825904846191, -0.0002588890492916107, -0.0017500099493190646, -1.6093124941107817e-05, -1.0683269500732422, -0.8091103434562683, -0.7064065337181091, -0.5458875894546509, -0.5224117636680603, -0.5317006707191467, -0.42837291955947876, -0.06058827042579651, -0.10056423395872116, -1.077363133430481, -0.4268062710762024, -0.7206956744194031, -0.5920729041099548]"
tqa:3def2124a46d,train,0,"[2.38669753074646, 4.913088798522949, 0.038157545030117035, 2.597537040710449, 3.8633408546447754, 0.0068166786804795265, 1.1867622137069702, 1.6097769737243652, 0.062857985496521, 1.451655626296997, 0.0019288668408989906, 0.08916571736335754, 1.9781384468078613, 0.0025856178253889084, 1.8985182046890259, 0.0012768568703904748, 1.0444172620773315, 0.020103469491004944, 0.0018550255335867405, 0.4125196635723114, 3.76751708984375, 0.054046694189310074, 0.604303240776062, 1.0326310396194458, 0.0010523804230615497, 0.2951841354370117, 0.19825829565525055, 0.006141922436654568, 0.08369992673397064, 0.0010367236100137234, 0.012246312573552132, 0.19288493692874908]","[-0.46479541063308716, -1.490399718284607, -0.0039854394271969795, -1.2174601554870605, -1.4587420225143433, -0.0007800396997481585, -0.44870489835739136, -0.27451077103614807, -0.006069916766136885, -0.17477945983409882, -0.00016807096835691482, -0.008554126136004925, -0.26881396770477295, -0.0002300474588992074, -0.34039831161499023, -0.00011216964776394889, -0.37121501564979553, -0.0018734062323346734, -0.00014554394874721766, -0.05612179636955261, -1.3641902208328247, -0.00575943011790514, -0.12111618369817734, -0.13721278309822083, -9.178694017464295e-05, -0.04959043115377426, -0.029496505856513977, -0.0005110388156026602, -0.007676151115447283, -8.523101132595912e-05, -0.0010843356139957905, -0.018968146294355392]"
tqa:0ff22547e1c3,val,1,"[4.106586933135986, 0.10083198547363281, 0.9963302612304688, 0.023959485813975334, 0.11289297044277191, 0.7253478169441223, 0.5123802423477173, 1.474264144897461, 1.21808660030365, 1.851836085319519, 0.7430064082145691, 0.290043443441391, 2.614203691482544, 2.7167015075683594, 0.006938965525478125, 0.8085423707962036, 3.00700044631958, 2.4619550704956055, 0.04710961878299713, 0.09214917570352554, 0.2607825994491577, 0.828704297542572, 3.3127176761627197, 1.1512129306793213, 0.053173553198575974, 1.6271476745605469, 0.011574515141546726, 0.19066399335861206, 0.36478519439697266, 0.903035044670105, 1.6047358512878418, 0.7320627570152283]","[-1.6106176376342773, -0.014928295277059078, -0.5871639847755432, -0.0028229409363120794, -0.019282745197415352, -0.608860433101654, -0.215730220079422, -0.6366281509399414, -0.47834789752960205, -0.7460744976997375, -0.20566174387931824, -0.06196402758359909, -0.8105286359786987, -1.1661269664764404, -0.0008349508279934525, -0.24445509910583496, -1.3951518535614014, -1.0020256042480469, -0.005912907887250185, -0.01784496009349823, -0.0546812005341053, -0.15560604631900787, -1.6128933429718018, -0.3847554624080658, -0.009135471656918526, -0.7788044214248657, -0.0013685394078493118, -0.03601120784878731, -2.4588944911956787, -0.2649877071380615, -1.034149169921875, -0.3907511532306671]"
tqa:d24ea65b62a3,train,1,"[4.23238468170166, 0.992729663848877, 0.4809831380844116, 1.9950268268585205, 1.0449868440628052, 0.5968537330627441, 0.6049528121948242, 1.8189527988433838, 0.2479889988899231, 0.1442623734474182, 1.5181517601013184, 0.27919310331344604, 1.054345965385437, 0.7294248938560486, 0.4342647194862366, 1.65040922164917, 0.3331906795501709, 1.9352002143859863, 1.1868517398834229, 1.1547082662582397, 0.7245678305625916, 0.035922933369874954, 0.016538405790925026, 0.12656572461128235, 0.1474657952785492, 0.00044881997746415436, 0.4446169137954712, 1.2527549266815186, 0.5717543363571167, 0.9594058990478516, 1.7361657619476318, 1.965804100036621]","[-1.2523421049118042, -0.4028555452823639, -0.1295013129711151, -1.2598134279251099, -0.6916154026985168, -0.30745717883110046, -0.16863864660263062, -0.7967107892036438, -0.06628495454788208, -0.0219887588173151, -0.6222274303436279, -0.07387686520814896, -0.3778093457221985, -0.1684768944978714, -0.07792246341705322, -1.1839841604232788, -0.06695254892110825, -1.0105540752410889, -0.46764498949050903, -0.5968009829521179, -0.5236587524414062, -0.004718597512692213, -0.002077327808365226, -0.024178171530365944, -0.030800556764006615, -2.9801878554280847e-05, -0.11429296433925629, -0.4748300313949585, -0.09041107445955276, -0.306089848279953, -0.3812867999076843, -1.004353642463684]"
tqa:c1156422179a,train,0,"[3.313946485519409, 0.35855820775032043, 1.1802932024002075, 1.4526046514511108, 1.9952056407928467, 0.007760142907500267, 0.05885101854801178, 0.8487437963485718, 1.0101871490478516, 0.007487303111702204, 0.5226917266845703, 1.0513644218444824, 0.21238085627555847, 1.1651164293289185, 1.2311599254608154, 0.03398716822266579, 1.709226131439209, 0.700363278388977, 0.6442118883132935, 0.0351838693022728, 0.8372847437858582, 0.02441343106329441, 0.06400761753320694, 0.6346142888069153, 0.6308962106704712, 0.07159939408302307, 0.10289476811885834, 0.591766893863678, 0.5414155125617981, 0.7963256239891052, 0.8490186929702759, 0.3384920358657837]","[-1.0329604148864746, -0.09105633944272995, -0.8110163807868958, -0.8234955072402954, -1.1601696014404297, -0.0007869484252296388, -0.008982369676232338, -0.5529317259788513, -0.31800755858421326, -0.0006862907321192324, -0.14246214926242828, -1.9580161571502686, -0.03198884800076485, -0.48184555768966675, -0.2929365932941437, -0.004408522043377161, -0.7030507922172546, -0.5844948887825012, -0.16777156293392181, -0.005683571565896273, -0.2418173849582672, -0.0036772743333131075, -0.010907432064414024, -0.15257471799850464, -0.373456746339798, -0.012585149146616459, -0.015872443094849586, -0.12043464928865433, -0.25632190704345703, -0.17254841327667236, -0.31759679317474365, -0.08405990153551102]"
tqa:f7879ee00c80,train,1,"[1.2653255462646484, 0.6072191596031189, 0.011943770572543144, 0.9957499504089355, 0.01285448856651783, 0.001617075176909566, 2.00723934173584, 6.574776489287615e-05, 0.01577633246779442, 0.0020810572896152735, 7.81013659434393e-05, 0.7813000679016113, 0.00010812567779794335, 8.652191172586754e-05, 1.9792814254760742, 1.7196532487869263, 0.2466408908367157, 0.0005834956537000835, 1.3056464195251465, 1.571507215499878, 0.002361500170081854, 1.4331555366516113, 0.7408294677734375, 1.093754529953003, 3.797299861907959, 0.023138169199228287, 2.373109817504883, 0.10090324282646179, 0.2015833556652069, 0.781503438949585, 0.0010319092543795705, 0.17786318063735962]","[-0.5353477001190186, -0.19330176711082458, -0.0013359201839193702, -0.33346259593963623, -0.001453058677725494, -0.00013565097469836473, -0.9306288361549377, -4.172316494077677e-06, -0.0018447301117703319, -0.00017569905321579427, -4.768360213347478e-06, -0.17539314925670624, -7.390948667307384e-06, -6.198863957251888e-06, -1.830845832824707, -0.6201318502426147, -0.035509370267391205, -4.172238186583854e-05, -2.8961143493652344, -0.29891401529312134, -0.0002397011558059603, -0.7479724884033203, -0.15907427668571472, -0.2989462912082672, -1.6878944635391235, -0.0028973526787012815, -0.9524310827255249, -0.01653362438082695, -0.042019665241241455, -0.24078215658664703, -7.724463648628443e-05, -0.03615470975637436]"
tqa:b5c2a052b912,train,1,"[4.707948684692383, 1.5998458862304688, 1.9086997509002686, 1.6091301441192627, 0.1470683217048645, 0.19812887907028198, 0.07362893223762512, 0.04510241746902466, 0.02195056900382042, 0.36119213700294495, 0.6582461595535278, 0.9466263651847839, 2.5397353172302246, 1.2293132543563843, 2.4852566719055176, 0.07088200747966766, 0.09567948430776596, 1.2631584405899048, 0.3479379415512085, 2.6795735359191895, 1.3331621885299683, 0.8460021018981934, 1.9582862854003906, 1.5877509117126465, 0.9931690096855164, 2.0810060501098633, 0.6413176655769348, 2.189483642578125, 1.0086003541946411, 0.8656196594238281, 2.5086402893066406, 1.4434478282928467]","[-2.1743619441986084, -0.5831896066665649, -0.9242447018623352, -0.6361214518547058, -0.023286210373044014, -0.031102674081921577, -0.010947523638606071, -0.0050894226878881454, -0.0023403179366141558, -0.1191779226064682, -0.160548135638237, -1.5218570232391357, -1.495943546295166, -1.032470703125, -1.4830464124679565, -0.010416898876428604, -0.013244743458926678, -0.8246273994445801, -0.05560074374079704, -1.589035987854004, -0.7952367663383484, -0.8540539741516113, -1.1112861633300781, -0.5106927156448364, -0.6561834216117859, -1.104787826538086, -0.36175212264060974, -0.9430467486381531, -0.35438835620880127, -0.4654104709625244, -0.9945682287216187, -1.2956805229187012]"
tqa:98cd8ae230ab,train,1,"[1.4919570684432983, 0.9399555921554565, 1.3745254278182983, 0.002417440991848707, 1.130737066268921, 0.6168514490127563, 0.014780948869884014, 0.8162357211112976, 0.346066415309906, 0.8462226986885071, 0.00473556574434042, 0.026772234588861465, 0.00144599424675107, 0.028328366577625275, 0.697585940361023, 0.36042463779449463, 0.34751754999160767, 1.7388607263565063, 0.008400403894484043, 0.7242169380187988, 0.01534998882561922, 0.24375951290130615, 1.6409010887145996, 0.006776711903512478, 0.006266580428928137, 0.6952421069145203, 0.002283570822328329, 0.0017026880523189902, 0.0017039220547303557, 0.0012716716155409813, 0.00021709376596845686, 0.13783502578735352]","[-0.40090131759643555, -0.5047407150268555, -0.44887566566467285, -0.00022265815641731024, -0.33110782504081726, -0.29946836829185486, -0.0016676579834893346, -0.7282618880271912, -0.10120018571615219, -0.30590543150901794, -0.0004724340105894953, -0.0034353071823716164, -0.0001333863037871197, -0.0032278599683195353, -0.5841554999351501, -0.1077689677476883, -0.09186084568500519, -2.0716257095336914, -0.0008268513483926654, -0.2541254758834839, -0.0015113847330212593, -0.03460604324936867, -0.8602032661437988, -0.000773369160015136, -0.0005333193112164736, -0.7833591103553772, -0.00021884430316276848, -0.00015639036428183317, -0.0001546025014249608, -0.00011646069469861686, -1.5735502529423684e-05, -0.03056841902434826]"
tqa:aafbeb40552f,val,0,"[3.184290647506714, 1.3641395568847656, 1.3594863414764404, 1.8659008741378784, 1.825547695159912, 0.4464174509048462, 1.0429203510284424, 1.8426790237426758, 0.0011707711964845657, 1.5974658727645874, 1.5623393058776855, 0.12329109758138657, 0.13913625478744507, 1.8395469188690186, 0.7400723695755005, 0.01625032350420952, 0.4464123845100403, 2.4828028678894043, 1.485832691192627, 2.5746216773986816, 3.7046751976013184, 1.6487866640090942, 1.5881798267364502, 1.0246567726135254, 0.005009164102375507, 0.0007694376399740577, 0.052756939083337784, 1.6123900413513184, 0.41930723190307617, 0.865350604057312, 2.408696174621582, 1.7243618965148926]","[-1.1610400676727295, -0.6410239934921265, -3.574300765991211, -1.1471673250198364, -0.6664973497390747, -0.07857539504766464, -1.855237603187561, -0.38261082768440247, -0.00010716341057559475, -0.5321197509765625, -1.1686997413635254, -0.024161064997315407, -0.022085197269916534, -0.2760058641433716, -0.09189096838235855, -0.0016276695532724261, -0.10086442530155182, -0.7621803879737854, -0.5727018713951111, -0.6847163438796997, -1.7801051139831543, -0.9377805590629578, -0.5550590753555298, -0.2543286979198456, -0.0004338276921771467, -7.021180499577895e-05, -0.007304745726287365, -0.5692847371101379, -0.08504185825586319, -0.22658449411392212, -1.5358693599700928, -0.4765096604824066]"
tqa:6b06c94e115f,train,0,"[3.8707282543182373, 1.092684268951416, 2.4273672103881836, 1.2592277526855469, 0.8276033401489258, 1.9671199321746826, 1.5007123947143555, 0.7979311943054199, 1.2664754390716553, 0.5212448835372925, 0.2672419250011444, 0.15621298551559448, 0.00795565266162157, 0.1601664274930954, 0.0015885429456830025, 0.7723425030708313, 0.3727319836616516, 1.039786696434021, 0.5445845723152161, 0.5311053991317749, 1.4975954294204712, 1.6128902435302734, 0.003923450596630573, 1.2154749631881714, 2.04530668258667, 0.0004027184040751308, 1.0641484260559082, 0.6378844380378723, 1.68242347240448, 0.0012056874111294746, 2.038841962814331, 2.0120601654052734]","[-1.730723261833191, -0.4106987416744232, -0.8352816700935364, -0.5083558559417725, -0.40134871006011963, -1.0046871900558472, -1.1297765970230103, -0.24347110092639923, -0.5715891122817993, -0.10503660887479782, -0.04551536217331886, -0.02402782067656517, -0.0008744944934733212, -0.03501475974917412, -0.00013445904187392443, -0.20560701191425323, -0.12183713912963867, -0.36107999086380005, -0.17409740388393402, -0.11690876632928848, -0.5939297080039978, -1.0266515016555786, -0.00036483307485468686, -1.5270283222198486, -0.9156492948532104, -2.9205850296420977e-05, -0.28797924518585205, -0.1912473738193512, -1.8951570987701416, -9.48860906646587e-05, -1.1440842151641846, -0.828449010848999]"
tqa:94acdf99de76,train,0,"[0.8345261216163635, 1.7090048789978027, 2.5172781944274902, 0.0023536088410764933, 1.3176888227462769, 0.05068114027380943, 3.134974956512451, 0.6727312207221985, 0.2595407962799072, 0.2970682680606842, 1.1373977661132812, 2.1238389015197754, 0.2913154065608978, 0.000547741015907377, 0.0006714187329635024, 0.0005836697528138757, 0.01416795514523983, 0.8375838994979858, 0.6120073795318604, 0.000426796090323478, 0.7751084566116333, 0.005139744374901056, 0.7281809449195862, 0.11310756951570511, 0.04613076150417328, 0.07372481375932693, 0.0797295793890953, 0.8957129716873169, 0.0221705324947834, 0.00015503063332289457, 2.4917400878621265e-05, 0.00018613148131407797]","[-0.6142216324806213, -1.2844871282577515, -0.6695846915245056, -0.0002397011558059603, -0.9078063368797302, -0.006637786515057087, -1.3585877418518066, -0.20325951278209686, -0.061393771320581436, -0.07102520018815994, -0.44759994745254517, -1.1434674263000488, -0.05437573790550232, -3.862306402879767e-05, -4.911301948595792e-05, -4.410646579344757e-05, -0.0016450457042083144, -0.32999464869499207, -0.09013158828020096, -3.516612196108326e-05, -0.26889169216156006, -0.00048101297579705715, -0.13950760662555695, -0.020497053861618042, -0.006779407616704702, -0.011966818943619728, -0.010359208099544048, -0.6935520768165588, -0.0028775022365152836, -1.0132738680113107e-05, -1.4305104514278355e-06, -1.2397689715726301e-05]"
